song,artist,difficulty,chart_constant,level,version
Black Territory,DJ Myosuke,Past,3.0,3,1.0.0c
Chelsea,7mai,Past,3.0,3,1.0.0c
Corruption,3R2,Past,3.0,3,1.0.0c
DataErr0r,Cosmograph,Past,3.0,3,1.0.0c
Dot to Dot feat. shully,Mameyudoufu,Past,3.0,3,1.0.0c
Faint Light (Arcaea Edit),Taishi,Past,3.0,3,1.0.0c
Fallensquare,Silentroom,Past,3.0,3,1.0.0c
Flyburg and Endroll,アリスシャッハと魔法の楽団,Past,3.0,3,1.0.0c
MAHOROBA,Zekk,Past,3.0,3,1.0.0c
Maze No.9,アリスシャッハと魔法の楽団,Past,3.0,3,1.0.0c
Metallic Punisher,INNOCENT NOIZE,Past,3.0,3,1.0.0c
Nhelv,Silentroom,Past,3.0,3,1.0.0c
ReviXy,ikaruga_nex,Past,3.0,3,1.0.0c
Rugie,Feryquitous feat. Sennzai,Past,3.0,3,1.0.0c
SUPERNOVA,BACO,Past,3.0,3,1.0.0c
Senkyou,MYTK,Past,3.0,3,1.0.0c
Shades of Light in a Transcendent Realm,ak+q,Past,3.0,3,1.0.0c
The Message,Jun Kuroda,Past,3.0,3,1.0.0c
Tie me down gently,溝口ゆうま feat. 大瀬良あい,Past,3.0,3,1.0.0c
VECTOЯ,WHITEFISTS,Past,3.0,3,1.0.0c
trappola bewitching,gmtn.,Past,3.0,3,1.0.0c
DX Choseinou Full Metal Shojo,IOSYS TRAX (uno with.ちよこ),Past,3.0,3,1.1.0
Got hive of Ra,E.G.G.,Past,3.0,3,1.1.0
MERLIN,REDALiCE,Past,3.0,3,1.1.0
OMAKENO Stroke,t+pazolite,Past,3.0,3,1.1.0
Bamboo,立秋 feat.ちょこ,Past,3.0,3,1.2.0
Coastal Highway,Glitch Droids,Past,3.0,3,1.2.0
Heart Jackin',Yu_Asahina,Past,3.0,3,1.2.0
AlterAle,Arik Kau Delay (アラ & かゆき & でり),Past,3.0,3,1.3.0
Can I Friend You on Bassbook? Lol,かめりあ feat. ななひら,Past,3.0,3,1.3.0
Small Cloud Sugar Candy,テヅカ x Aoi feat. 桃雛なの,Past,3.0,3,1.3.0
Summer Fireworks of Love,karatoPαnchii feat. はるの,Past,3.0,3,1.3.0
THE ULTIMACY,Massive New Krew vs aran,Past,3.0,3,1.3.0
Xeraphinite,BlackY,Past,3.0,3,1.3.0
Ascent,TANUKI,Past,3.0,3,2.0.1
Dancin' on a Cat's Paw,Ino(chronoize),Past,3.0,3,2.0.1
INTERNET OVERDOSE,Aiobahn feat. KOTOKO,Past,3.0,3,2.0.1
Journey,ARForest,Past,3.0,3,2.0.1
Let you DIVE! (nitro rmx),nitro (lowiro),Past,3.0,3,2.0.1
Mazy Metroplex,aran,Past,3.0,3,2.0.1
NULCTRL,Silentroom,Past,3.0,3,2.0.1
Protoflicker,Silentroom,Past,3.0,3,2.0.1
Ävril -Flicka i krans-,Rigël Theatre,Past,3.0,3,2.0.1
A Wandering Melody of Love,からとP⍺ոchii少年 feat.はるの,Past,3.5,3,1.0.0c
AI[UE]OON,MYUKKE.,Past,3.5,3,1.0.0c
Auxesia,ginkiha,Past,3.5,3,1.0.0c
Avant Raze,Sampling Masters MEGA,Past,3.5,3,1.0.0c
BATTLE NO.1,TANO*C Sound Team,Past,3.5,3,1.0.0c
BLRINK,Sta,Past,3.5,3,1.0.0c
Blocked Library,影虎。,Past,3.5,3,1.0.0c
Call My Name feat. Yukacco,Mameyudoufu,Past,3.5,3,1.0.0c
Chronostasis,黒皇帝,Past,3.5,3,1.0.0c
Dement ~after legend~,Cosmograph,Past,3.5,3,1.0.0c
Empire of Winter,Street,Past,3.5,3,1.0.0c
Equilibrium,Maozon,Past,3.5,3,1.0.0c
Feels So Right feat. Renko,Mysteka,Past,3.5,3,1.0.0c
Galaxy Friends,Kobaryo,Past,3.5,3,1.0.0c
Give Me a Nightmare,アリスシャッハと魔法の楽団,Past,3.5,3,1.0.0c
Heavenly caress,Noah,Past,3.5,3,1.0.0c
I've heard it said,Combatplayer,Past,3.5,3,1.0.0c
Ignotus,ak+q,Past,3.5,3,1.0.0c
La'qryma of the Wasteland,DJ Noriken,Past,3.5,3,1.0.0c
Lethaeus,Silentroom,Past,3.5,3,1.0.0c
Libertas,Zekk,Past,3.5,3,1.0.0c
Lucifer,chitose,Past,3.5,3,1.0.0c
LunarOrbit -believe in the Espebranch road-,Apo11o program ft. 大瀬良あい,Past,3.5,3,1.0.0c
Memory Forest,ETIA.,Past,3.5,3,1.0.0c
Modelista,HiTECH NINJA,Past,3.5,3,1.0.0c
Oblivia,Saiph,Past,3.5,3,1.0.0c
SOUNDWiTCH,HATE,Past,3.5,3,1.0.0c
Syro,Mitomoro,Past,3.5,3,1.0.0c
cry of viyella,Laur,Past,3.5,3,1.0.0c
world.execute(me);,Mili,Past,3.5,3,1.0.0c
Alice's Suitcase,Endorfin.,Past,3.5,3,1.2.0
Crystal Gravity,Tanchiky vs. siromaru,Past,3.5,3,1.2.0
Life is PIANO,Junk,Past,3.5,3,1.2.0
Löschen,BlackY feat. Risa Yuzuki,Past,3.5,3,1.2.0
Vandalism,Ashrount,Past,3.5,3,1.2.0
ENERGY SYNERGY MATRIX,Tanchiky,Past,3.5,3,1.3.0
False Embellishment,影虎。& ikaruga_nex,Past,3.5,3,1.3.0
Final Step!,Lime,Past,3.5,3,1.3.0
Haze of Autumn,karatoPαnchii feat. はるの,Past,3.5,3,1.3.0
blue comet,ああああ,Past,3.5,3,1.3.0
Callima Karma,t+pazolite vs Feryquitous,Past,3.5,3,2.0.1
Defection,TeddyLoid feat. DELTA,Past,3.5,3,2.0.1
GIMME DA BLOOD,C-Show,Past,3.5,3,2.0.1
Loveless Dress,かねこちはる,Past,3.5,3,2.0.1
Sakura Fubuki,Street,Past,3.5,3,2.0.1
Specta,Junk,Past,3.5,3,2.0.1
lastendconductor,zts,Past,3.5,3,2.0.1
san skia,ユアミトス,Past,3.5,3,2.0.1
µ,Frums,Past,3.5,3,2.0.1
BADTEK,EBIMAYO,Past,4.0,4,1.0.0c
Be There,PSYQUI,Past,4.0,4,1.0.0c
Blaster,Massive New Krew,Past,4.0,4,1.0.0c
CROSS†OVER,HyuN feat. LyuU,Past,4.0,4,1.0.0c
CROSS†SOUL,HyuN feat. Syepias,Past,4.0,4,1.0.0c
Cybernecia Catharsis,Tanchiky,Past,4.0,4,1.0.0c
Dreadnought,Mastermind (xi+nora2r),Past,4.0,4,1.0.0c
Einherjar Joker,DJ Genki vs Gram,Past,4.0,4,1.0.0c
FREEF4LL,YUKIYANAGI,Past,4.0,4,1.0.0c
GOODTEK (Arcaea Edit),EBIMAYO,Past,4.0,4,1.0.0c
Gekka (Short Version),Nhato,Past,4.0,4,1.0.0c
Iconoclast,Yamajet,Past,4.0,4,1.0.0c
Lost Civilization,Laur vs CK,Past,4.0,4,1.0.0c
Lost Desire,Powerless feat. Sennzai,Past,4.0,4,1.0.0c
Malicious Mischance,s-don,Past,4.0,4,1.0.0c
Mirzam,Aoi vs. siqlo,Past,4.0,4,1.0.0c
Party Vinyl,モリモリあつし,Past,4.0,4,1.0.0c
Phantasia,Yunosuke,Past,4.0,4,1.0.0c
Red and Blue,Silentroom,Past,4.0,4,1.0.0c
Scarlet Cage,Daisuke Kurosawa,Past,4.0,4,1.0.0c
Solitary Dream,ak+q feat. Sennzai,Past,4.0,4,1.0.0c
Sulfur,ぺのれり,Past,4.0,4,1.0.0c
Vicious Heroism,Kobaryo,Past,4.0,4,1.0.0c
Vindication,Laur,Past,4.0,4,1.0.0c
amygdata,nitro,Past,4.0,4,1.0.0c
carmine:scythe,かゆき,Past,4.0,4,1.0.0c
nέo κósmo,ak+q × Street,Past,4.0,4,1.0.0c
Scarlet Lance,MASAKI (ZUNTATA),Past,4.0,4,1.1.0
Felis,M2U,Past,4.0,4,1.2.0
Glow,SPACELECTRO,Past,4.0,4,1.2.0
Jump,Rasmus Faber,Past,4.0,4,1.2.0
Purple Verse,Hommarju,Past,4.0,4,1.2.0
To: Alice Liddell,モリモリあつし,Past,4.0,4,1.2.0
ΟΔΥΣΣΕΙΑ,Sober Bear,Past,4.0,4,1.2.0
AttraqtiA,かめりあ,Past,4.0,4,1.3.0
G e n g a o z o,-45,Past,4.0,4,1.3.0
HIVEMIND,かたぎり,Past,4.0,4,1.3.0
Seclusion,Laur feat. Sennzai,Past,4.0,4,1.3.0
Xanatos,Tatsh,Past,4.0,4,1.3.0
Evening in Scarlet,Freezer feat.妃莓,Past,4.0,4,2.0.1
Head BONK ache,saaa ft. MC iwata Bros.,Past,4.0,4,2.0.1
"Infinite Strife,",BlackYooh vs. siromaru,Past,4.0,4,2.0.1
Last,onoken,Past,4.0,4,2.0.1
Macrocosmic Modulation,JAKAZiD,Past,4.0,4,2.0.1
NEO WINGS,SOUND HOLIC feat. Nana Takahashi,Past,4.0,4,2.0.1
PUPA,モリモリあつし,Past,4.0,4,2.0.1
Quon,Feryquitous,Past,4.0,4,2.0.1
Redraw the Colorless World,MisomyL,Past,4.0,4,2.0.1
Sheriruth (Laur Remix),Laur,Past,4.0,4,2.0.1
World Ender,sasakure.UK × TJ.hangneil,Past,4.0,4,2.0.1
cyanine,jioyi,Past,4.0,4,2.0.1
goldenslaughterer,zts,Past,4.0,4,2.0.1
init(),kamome sano,Past,4.0,4,2.0.1
γuarδina,Aoi,Past,4.0,4,2.0.1
Alexandrite,WAiKURO,Past,4.5,4,1.0.0c
Antagonism,Yooh vs. siromaru,Past,4.5,4,1.0.0c
Arcahv,Feryquitous,Past,4.5,4,1.0.0c
Astral tale,Noah,Past,4.5,4,1.0.0c
Bookmaker (2D Version),Kobaryo,Past,4.5,4,1.0.0c
Dreamin' Attraction!!,翡乃イスカ,Past,4.5,4,1.0.0c
Essence of Twilight,ak+q,Past,4.5,4,1.0.0c
Filament,Puru,Past,4.5,4,1.0.0c
GLORY：ROAD,uma vs. モリモリあつし,Past,4.5,4,1.0.0c
Heavensdoor,LeaF,Past,4.5,4,1.0.0c
Lightning Screw,HiTECH NINJA,Past,4.5,4,1.0.0c
Monochrome Princess,polysha,Past,4.5,4,1.0.0c
PRAGMATISM,Laur,Past,4.5,4,1.0.0c
Relentless,Akira Complex,Past,4.5,4,1.0.0c
Singularity,ETIA.,Past,4.5,4,1.0.0c
Valhalla:0,Juggernaut.,Past,4.5,4,1.0.0c
conflict,siromaru + cranky,Past,4.5,4,1.0.0c
corps-sans-organes,cybermiso,Past,4.5,4,1.0.0c
next to you,uma feat. 橘花音,Past,4.5,4,1.0.0c
qualia -ideaesthesia-,nitro,Past,4.5,4,1.0.0c
Aurgelmir,溝口ゆうま feat. 大瀬良あい,Past,4.5,4,1.1.0
ouroboros -twin stroke of the end-,Cranky VS MASAKI,Past,4.5,4,1.1.0
Far Away Light,technoplanet feat. はるの & 黒沢ダイスケ,Past,4.5,4,1.2.0
Divine Light of Myriad,yoho,Past,4.5,4,1.3.0
Medusa,HiTECH NINJA,Past,4.5,4,1.3.0
GENOCIDER,DJ Myosuke,Past,4.5,4,2.0.1
Kissing Lucifer,ETIA.,Past,4.5,4,2.0.1
Live Fast Die Young,anubasu-anubasu,Past,4.5,4,2.0.1
Redolent Shape,Sanaas,Past,4.5,4,2.0.1
Stasis,Maozon,Past,4.5,4,2.0.1
Trap Crow,Puru,Past,4.5,4,2.0.1
XTREME,USAO,Past,4.5,4,2.0.1
eden,"""漆黒""の堕天使《Gram》†Versus†""聖刻""の熾天使《Gram》",Past,4.5,4,2.0.1
Dantalion,Team Grimoire,Past,5.0,5,1.0.0c
IZANA,t+pazolite vs P*Light,Past,5.0,5,1.0.0c
BUCHiGiRE Berserker,REDALiCE vs MASAKI,Past,5.0,5,1.1.0
Overwhelm,xi,Past,5.0,5,1.2.0
REKKA RESONANCE,REDALiCE vs Kobaryo,Past,5.0,5,1.3.0
Meta-Mysteria,DJ Noriken,Past,5.0,5,2.0.1
#1f1e33,かめりあ(EDP),Past,5.5,5,1.0.0c
Axium Crisis,ak+q,Past,5.5,5,1.0.0c
Cyaegha,USAO,Past,5.5,5,1.0.0c
Ether Strike,Akira Complex,Past,5.5,5,1.0.0c
Halcyon,xi,Past,5.5,5,1.0.0c
Ringed Genesis,Edelritter,Past,5.5,5,1.0.0c
SAIKYO STRONGER,REDALiCE vs USAO,Past,5.5,5,1.0.0c
Sheriruth,Team Grimoire,Past,5.5,5,1.0.0c
Aegleseeker,Silentroom vs Frums,Past,5.5,5,1.2.0
Arcana Eden,Team Grimoire vs Sakuzyo vs Laur,Past,5.5,5,2.0.1
Fracture Ray,Sakuzyo,Past,6.0,6,1.0.0c
Pentiment,Nothing But Requiem with Museo,Past,6.0,6,2.0.1
Grievous Lady,Team Grimoire vs Laur,Past,6.5,6,1.0.0c
Tempestissimo,t+pazolite,Past,6.5,6,1.0.0c
Testify,void (Mournfinale) feat. 星熊南巫,Past,7.0,7,2.0.1
Fairytale,chitose,Present,3.5,3,1.0.0c
Maze No.9,アリスシャッハと魔法の楽団,Present,3.5,3,1.0.0c
Blossoms,T2Kazuya,Present,4.0,4,1.0.0c
Brand new world,U-ske,Present,4.0,4,1.0.0c
Paradise,Sound Souler,Present,4.0,4,1.0.0c
Rise,Combatplayer,Present,4.0,4,1.0.0c
Romance Wars,U-ske (feat. lueur),Present,4.0,4,1.0.0c
inkar-usi,DIA,Present,4.0,4,1.0.0c
First Snow,黒魔,Present,4.5,4,1.0.0c
Harutopia ~Utopia of Spring~,A-zu-ra,Present,4.5,4,1.0.0c
Sayonara Hatsukoi,REDSHiFT,Present,4.5,4,1.0.0c
enchanted love,linear ring,Present,4.5,4,1.2.0
Antithese,Blacklolita,Present,5.0,5,1.0.0c
Clotho and the stargazer,しーけー,Present,5.0,5,1.0.0c
Flashback,ARForest,Present,5.0,5,1.0.0c
Grimheart,Puru,Present,5.0,5,1.0.0c
Oblivia,Saiph,Present,5.0,5,1.0.0c
Silent Rush,Soleily,Present,5.0,5,1.0.0c
Snow White,Puru,Present,5.0,5,1.0.0c
Strongholds,Yooh,Present,5.0,5,1.0.0c
Suomi,Aire,Present,5.0,5,1.0.0c
Vexaria,ak+q,Present,5.0,5,1.0.0c
Vivid Theory,ak+q,Present,5.0,5,1.0.0c
world.execute(me);,Mili,Present,5.0,5,1.0.0c
Paper Witch,Yu-dachi,Present,5.0,5,1.2.0
blue comet,ああああ,Present,5.0,5,1.3.0
Cosmica,Nhato,Present,5.0,5,2.0.1
Dream goes on,Tiny Minim,Present,5.0,5,2.0.1
Prism,bermei.inazawa ft. Chata,Present,5.0,5,2.0.1
Altale,Sakuzyo,Present,5.5,5,1.0.0c
Blue Rose,Cosmograph,Present,5.5,5,1.0.0c
Diode,Kolaa,Present,5.5,5,1.0.0c
Genesis,Iris,Present,5.5,5,1.0.0c
Give Me a Nightmare,アリスシャッハと魔法の楽団,Present,5.5,5,1.0.0c
Impure Bird,MIssionary,Present,5.5,5,1.0.0c
Infinity Heaven,HyuN,Present,5.5,5,1.0.0c
Kanagawa Cyber Culvert,南ゆに,Present,5.5,5,1.0.0c
Libertas,Zekk,Present,5.5,5,1.0.0c
Lucifer,chitose,Present,5.5,5,1.0.0c
Lumia,sky_delta,Present,5.5,5,1.0.0c
Moonheart,翡乃イスカ,Present,5.5,5,1.0.0c
One Last Drive,REDSHiFT,Present,5.5,5,1.0.0c
Phantasia,Yunosuke,Present,5.5,5,1.0.0c
Rabbit In The Black Room,Rabbit House,Present,5.5,5,1.0.0c
Senkyou,MYTK,Present,5.5,5,1.0.0c
Tie me down gently,溝口ゆうま feat. 大瀬良あい,Present,5.5,5,1.0.0c
memoryfactory.lzh,Frums,Present,5.5,5,1.0.0c
MERLIN,REDALiCE,Present,5.5,5,1.1.0
Eccentric Tale,Yamajet,Present,5.5,5,1.2.0
Heart Jackin',Yu_Asahina,Present,5.5,5,1.2.0
Life is PIANO,Junk,Present,5.5,5,1.2.0
Turbocharger,A/I,Present,5.5,5,1.2.0
Lights of Muse,Ayatsugu_Otowa,Present,5.5,5,1.3.0
Quon,DJ Noriken,Present,5.5,5,2.0.1
Sakura Fubuki,Street,Present,5.5,5,2.0.1
Call My Name feat. Yukacco,Mameyudoufu,Present,6.0,6,1.0.0c
Chelsea,7mai,Present,6.0,6,1.0.0c
Dandelion,Farhan,Present,6.0,6,1.0.0c
Dement ~after legend~,Cosmograph,Present,6.0,6,1.0.0c
Dot to Dot feat. shully,Mameyudoufu,Present,6.0,6,1.0.0c
Faint Light (Arcaea Edit),Taishi,Present,6.0,6,1.0.0c
Flyburg and Endroll,アリスシャッハと魔法の楽団,Present,6.0,6,1.0.0c
Galaxy Friends,Kobaryo,Present,6.0,6,1.0.0c
Gekka (Short Version),Nhato,Present,6.0,6,1.0.0c
I've heard it said,Combatplayer,Present,6.0,6,1.0.0c
LunarOrbit -believe in the Espebranch road-,Apo11o program ft. 大瀬良あい,Present,6.0,6,1.0.0c
Memory Forest,ETIA.,Present,6.0,6,1.0.0c
Purgatorium,お月さま交響曲,Present,6.0,6,1.0.0c
ReviXy,ikaruga_nex,Present,6.0,6,1.0.0c
Rugie,Feryquitous feat. Sennzai,Present,6.0,6,1.0.0c
SUPERNOVA,BACO,Present,6.0,6,1.0.0c
Shades of Light in a Transcendent Realm,ak+q,Present,6.0,6,1.0.0c
Sulfur,ぺのれり,Present,6.0,6,1.0.0c
cry of viyella,Laur,Present,6.0,6,1.0.0c
trappola bewitching,gmtn.,Present,6.0,6,1.0.0c
DX Choseinou Full Metal Shojo,IOSYS TRAX (uno with.ちよこ),Present,6.0,6,1.1.0
Alice's Suitcase,Endorfin.,Present,6.0,6,1.2.0
Beside You,江口孝宏,Present,6.0,6,1.2.0
Coastal Highway,Glitch Droids,Present,6.0,6,1.2.0
Jump,Rasmus Faber,Present,6.0,6,1.2.0
Lapis,SHIKI,Present,6.0,6,1.2.0
Vandalism,Ashrount,Present,6.0,6,1.2.0
AlterAle,Arik Kau Delay (アラ & かゆき & でり),Present,6.0,6,1.3.0
Altair (feat. *spiLa*),kamome sano & you,Present,6.0,6,2.0.1
Ascent,TANUKI,Present,6.0,6,2.0.1
Dancin' on a Cat's Paw,Ino(chronoize),Present,6.0,6,2.0.1
Journey,ARForest,Present,6.0,6,2.0.1
NULCTRL,Silentroom,Present,6.0,6,2.0.1
PICO-Pico-Translation!,"t+pazolite,ななひら,Cranky,Pico*",Present,6.0,6,2.0.1
Protoflicker,Silentroom,Present,6.0,6,2.0.1
san skia,ユアミトス,Present,6.0,6,2.0.1
Ävril -Flicka i krans-,Rigël Theatre,Present,6.0,6,2.0.1
1F√,WHITEFISTS,Present,6.5,6,1.0.0c
AI[UE]OON,MYUKKE.,Present,6.5,6,1.0.0c
Auxesia,ginkiha,Present,6.5,6,1.0.0c
Avant Raze,Sampling Masters MEGA,Present,6.5,6,1.0.0c
BATTLE NO.1,TANO*C Sound Team,Present,6.5,6,1.0.0c
Babaroque,cYsmix,Present,6.5,6,1.0.0c
Black Lotus,wa.,Present,6.5,6,1.0.0c
Blocked Library,影虎。,Present,6.5,6,1.0.0c
Bookmaker (2D Version),Kobaryo,Present,6.5,6,1.0.0c
CROSS†OVER,HyuN feat. LyuU,Present,6.5,6,1.0.0c
Corruption,3R2,Present,6.5,6,1.0.0c
Empire of Winter,Street,Present,6.5,6,1.0.0c
Equilibrium,Maozon,Present,6.5,6,1.0.0c
Feels So Right feat. Renko,Mysteka,Present,6.5,6,1.0.0c
GOODTEK (Arcaea Edit),EBIMAYO,Present,6.5,6,1.0.0c
Ignotus,ak+q,Present,6.5,6,1.0.0c
La'qryma of the Wasteland,DJ Noriken,Present,6.5,6,1.0.0c
Lethaeus,Silentroom,Present,6.5,6,1.0.0c
MAHOROBA,Zekk,Present,6.5,6,1.0.0c
Nhelv,Silentroom,Present,6.5,6,1.0.0c
Reinvent,Sound Souler,Present,6.5,6,1.0.0c
Relentless,Akira Complex,Present,6.5,6,1.0.0c
SOUNDWiTCH,HATE,Present,6.5,6,1.0.0c
Syro,Mitomoro,Present,6.5,6,1.0.0c
The Message,Jun Kuroda,Present,6.5,6,1.0.0c
Vindication,Laur,Present,6.5,6,1.0.0c
Got hive of Ra,E.G.G.,Present,6.5,6,1.1.0
OMAKENO Stroke,t+pazolite,Present,6.5,6,1.1.0
Alice à la mode,Masanori Akita,Present,6.5,6,1.2.0
Bamboo,立秋 feat.ちょこ,Present,6.5,6,1.2.0
Crystal Gravity,Tanchiky vs. siromaru,Present,6.5,6,1.2.0
Can I Friend You on Bassbook? Lol,かめりあ feat. ななひら,Present,6.5,6,1.3.0
False Embellishment,影虎。& ikaruga_nex,Present,6.5,6,1.3.0
Final Step!,Lime,Present,6.5,6,1.3.0
Small Cloud Sugar Candy,テヅカ x Aoi feat. 桃雛なの,Present,6.5,6,1.3.0
Summer Fireworks of Love,karatoPαnchii feat. はるの,Present,6.5,6,1.3.0
DDD,はがね,Present,6.5,6,2.0.1
Defection,TeddyLoid feat. DELTA,Present,6.5,6,2.0.1
INTERNET OVERDOSE,Aiobahn feat. KOTOKO,Present,6.5,6,2.0.1
Let you DIVE! (nitro rmx),nitro (lowiro),Present,6.5,6,2.0.1
Loveless Dress,かねこちはる,Present,6.5,6,2.0.1
Quon,Feryquitous,Present,6.5,6,2.0.1
Redraw the Colorless World,MisomyL,Present,6.5,6,2.0.1
Specta,Junk,Present,6.5,6,2.0.1
goldenslaughterer,zts,Present,6.5,6,2.0.1
with U,t+pazolite & Massive New Krew feat. リリィ(CV:青木志貴),Present,6.5,6,2.0.1
Alexandrite,WAiKURO,Present,7.0,7,1.0.0c
Astral tale,Noah,Present,7.0,7,1.0.0c
BADTEK,EBIMAYO,Present,7.0,7,1.0.0c
Blaster,Massive New Krew,Present,7.0,7,1.0.0c
CROSS†SOUL,HyuN feat. Syepias,Present,7.0,7,1.0.0c
Cybernecia Catharsis,Tanchiky,Present,7.0,7,1.0.0c
DataErr0r,Cosmograph,Present,7.0,7,1.0.0c
Dreadnought,Mastermind (xi+nora2r),Present,7.0,7,1.0.0c
Dreamin' Attraction!!,翡乃イスカ,Present,7.0,7,1.0.0c
Einherjar Joker,DJ Genki vs Gram,Present,7.0,7,1.0.0c
Essence of Twilight,ak+q,Present,7.0,7,1.0.0c
FREEF4LL,YUKIYANAGI,Present,7.0,7,1.0.0c
Fallensquare,Silentroom,Present,7.0,7,1.0.0c
GLORY：ROAD,uma vs. モリモリあつし,Present,7.0,7,1.0.0c
Iconoclast,Yamajet,Present,7.0,7,1.0.0c
Illegal Paradise,gmtn. (witch's slave),Present,7.0,7,1.0.0c
Lost Civilization,Laur vs CK,Present,7.0,7,1.0.0c
Metallic Punisher,INNOCENT NOIZE,Present,7.0,7,1.0.0c
Mirzam,Aoi vs. siqlo,Present,7.0,7,1.0.0c
Nirv lucE,しーけー,Present,7.0,7,1.0.0c
Scarlet Cage,Daisuke Kurosawa,Present,7.0,7,1.0.0c
Solitary Dream,ak+q feat. Sennzai,Present,7.0,7,1.0.0c
VECTOЯ,WHITEFISTS,Present,7.0,7,1.0.0c
Valhalla:0,Juggernaut.,Present,7.0,7,1.0.0c
next to you,uma feat. 橘花音,Present,7.0,7,1.0.0c
qualia -ideaesthesia-,nitro,Present,7.0,7,1.0.0c
Scarlet Lance,MASAKI (ZUNTATA),Present,7.0,7,1.1.0
ouroboros -twin stroke of the end-,Cranky VS MASAKI,Present,7.0,7,1.1.0
Glow,SPACELECTRO,Present,7.0,7,1.2.0
Löschen,BlackY feat. Risa Yuzuki,Present,7.0,7,1.2.0
Purple Verse,Hommarju,Present,7.0,7,1.2.0
To: Alice Liddell,モリモリあつし,Present,7.0,7,1.2.0
ENERGY SYNERGY MATRIX,Tanchiky,Present,7.0,7,1.3.0
Haze of Autumn,karatoPαnchii feat. はるの,Present,7.0,7,1.3.0
Medusa,HiTECH NINJA,Present,7.0,7,1.3.0
Seclusion,Laur feat. Sennzai,Present,7.0,7,1.3.0
THE ULTIMACY,Massive New Krew vs aran,Present,7.0,7,1.3.0
Xeraphinite,BlackY,Present,7.0,7,1.3.0
Callima Karma,t+pazolite vs Feryquitous,Present,7.0,7,2.0.1
Evening in Scarlet,Freezer feat.妃莓,Present,7.0,7,2.0.1
GIMME DA BLOOD,C-Show,Present,7.0,7,2.0.1
Head BONK ache,saaa ft. MC iwata Bros.,Present,7.0,7,2.0.1
Last,onoken,Present,7.0,7,2.0.1
Stasis,Maozon,Present,7.0,7,2.0.1
init(),kamome sano,Present,7.0,7,2.0.1
lastendconductor,zts,Present,7.0,7,2.0.1
µ,Frums,Present,7.0,7,2.0.1
A Wandering Melody of Love,からとP⍺ոchii少年 feat.はるの,Present,7.5,7,1.0.0c
Antagonism,Yooh vs. siromaru,Present,7.5,7,1.0.0c
Arcahv,Feryquitous,Present,7.5,7,1.0.0c
BLRINK,Sta,Present,7.5,7,1.0.0c
Be There,PSYQUI,Present,7.5,7,1.0.0c
Black Territory,DJ Myosuke,Present,7.5,7,1.0.0c
Chronostasis,黒皇帝,Present,7.5,7,1.0.0c
Filament,Puru,Present,7.5,7,1.0.0c
Heavenly caress,Noah,Present,7.5,7,1.0.0c
Heavensdoor,LeaF,Present,7.5,7,1.0.0c
Lightning Screw,HiTECH NINJA,Present,7.5,7,1.0.0c
Lost Desire,Powerless feat. Sennzai,Present,7.5,7,1.0.0c
Malicious Mischance,s-don,Present,7.5,7,1.0.0c
Modelista,HiTECH NINJA,Present,7.5,7,1.0.0c
Monochrome Princess,polysha,Present,7.5,7,1.0.0c
Party Vinyl,モリモリあつし,Present,7.5,7,1.0.0c
Red and Blue,Silentroom,Present,7.5,7,1.0.0c
Sheriruth,Team Grimoire,Present,7.5,7,1.0.0c
Singularity,ETIA.,Present,7.5,7,1.0.0c
Vicious Heroism,Kobaryo,Present,7.5,7,1.0.0c
amygdata,nitro,Present,7.5,7,1.0.0c
carmine:scythe,かゆき,Present,7.5,7,1.0.0c
conflict,siromaru + cranky,Present,7.5,7,1.0.0c
corps-sans-organes,cybermiso,Present,7.5,7,1.0.0c
nέo κósmo,ak+q × Street,Present,7.5,7,1.0.0c
Aurgelmir,溝口ゆうま feat. 大瀬良あい,Present,7.5,7,1.1.0
Far Away Light,technoplanet feat. はるの & 黒沢ダイスケ,Present,7.5,7,1.2.0
Felis,M2U,Present,7.5,7,1.2.0
ΟΔΥΣΣΕΙΑ,Sober Bear,Present,7.5,7,1.2.0
AttraqtiA,かめりあ,Present,7.5,7,1.3.0
Divine Light of Myriad,yoho,Present,7.5,7,1.3.0
G e n g a o z o,-45,Present,7.5,7,1.3.0
HIVEMIND,かたぎり,Present,7.5,7,1.3.0
Xanatos,Tatsh,Present,7.5,7,1.3.0
"Infinite Strife,",BlackYooh vs. siromaru,Present,7.5,7,2.0.1
Kissing Lucifer,ETIA.,Present,7.5,7,2.0.1
Macrocosmic Modulation,JAKAZiD,Present,7.5,7,2.0.1
Mazy Metroplex,aran,Present,7.5,7,2.0.1
Meta-Mysteria,DJ Noriken,Present,7.5,7,2.0.1
NEO WINGS,SOUND HOLIC feat. Nana Takahashi,Present,7.5,7,2.0.1
PUPA,モリモリあつし,Present,7.5,7,2.0.1
Redolent Shape,Sanaas,Present,7.5,7,2.0.1
Sheriruth (Laur Remix),Laur,Present,7.5,7,2.0.1
Trap Crow,Puru,Present,7.5,7,2.0.1
World Ender,sasakure.UK × TJ.hangneil,Present,7.5,7,2.0.1
XTREME,USAO,Present,7.5,7,2.0.1
cyanine,jioyi,Present,7.5,7,2.0.1
γuarδina,Aoi,Present,7.5,7,2.0.1
Live Fast Die Young,anubasu-anubasu,Present,8.1,8,2.0.1
Dantalion,Team Grimoire,Present,8.2,8,1.0.0c
Halcyon,xi,Present,8.2,8,1.0.0c
